age,fnlwgt,education,educational-num,race,gender,capital-gain,capital-loss,hours-per-week,income,workclass,marital-status,occupation,native-country,relationship
19,50941,12,10,White,Female,0,0,15,0,4,4,12,39,5
53,59664,8,9,Black,Male,5013,0,40,0,1,2,12,39,4
18,56613,12,10,White,Female,0,0,20,0,4,4,7,39,5
44,162372,4,5,White,Male,0,0,45,0,4,2,3,33,4
57,77927,2,3,Asian-Pac-Islander,Female,0,0,37,0,4,0,8,39,1
36,157278,12,10,White,Female,0,0,40,0,0,4,0,39,1
40,170214,13,13,White,Male,0,0,70,0,6,2,14,20,4
33,76493,13,13,White,Male,0,0,50,1,4,4,10,39,1
19,130431,2,3,White,Male,0,0,36,0,4,4,5,26,1
40,23037,12,10,Amer-Indian-Eskimo,Male,0,0,84,0,7,4,8,39,5
20,176321,12,10,White,Female,0,0,40,0,6,4,7,39,1
47,105449,13,13,White,Male,0,0,65,1,4,2,12,39,4
41,157217,8,9,White,Male,0,0,40,0,4,5,3,39,2
47,382532,12,10,White,Male,0,1887,40,1,1,2,3,39,4
23,250918,12,10,Black,Male,0,0,30,0,4,4,8,39,1
49,139268,12,10,White,Male,0,0,70,1,7,2,8,39,4
37,200352,13,13,White,Male,0,0,50,1,6,2,3,39,4
67,267915,8,9,Black,Male,0,0,40,0,4,0,3,39,1
24,376474,8,9,White,Male,0,0,40,0,4,2,7,39,4
39,153047,8,9,White,Male,0,0,50,1,4,2,3,39,4
29,154236,8,9,White,Male,4386,0,58,1,4,2,7,39,4
22,261881,6,7,Black,Female,0,0,15,0,0,4,0,39,0
26,427744,8,9,White,Male,0,0,40,0,4,4,1,39,5
33,100580,12,10,White,Female,0,0,10,0,6,2,8,39,3
23,238179,8,9,White,Male,0,2339,45,0,4,4,8,39,1
37,272471,12,10,White,Female,0,0,40,0,7,6,14,39,2
30,259058,14,14,White,Male,0,1726,40,0,4,0,10,39,2
41,112656,8,9,White,Female,0,0,40,0,4,0,8,39,2
23,197286,13,13,White,Female,0,0,40,0,4,4,1,39,5
47,26145,10,12,White,Male,0,0,40,0,1,2,4,39,4
24,314440,8,9,White,Female,0,0,40,0,4,4,7,39,1
39,57691,8,9,White,Male,0,2258,70,0,4,5,4,39,1
33,301251,8,9,White,Male,0,0,60,1,4,2,3,39,4
25,243410,8,9,Black,Female,0,0,40,0,4,4,8,39,1
40,119008,8,9,Black,Female,0,0,40,0,4,5,8,39,2
67,169435,4,5,White,Male,0,0,40,0,4,2,14,39,4
55,200327,8,9,White,Female,0,0,18,0,4,2,1,39,3
69,31501,11,11,White,Female,0,0,40,0,4,6,1,39,2
34,223327,8,9,White,Male,0,1672,42,0,4,2,13,39,4
52,191130,9,15,White,Male,15024,0,40,1,4,2,10,39,4
22,191561,12,10,White,Female,0,0,30,0,0,2,0,39,3
47,245724,13,13,White,Male,0,0,40,0,4,2,6,39,4
45,194134,11,11,White,Female,0,0,40,0,4,4,8,26,2
23,140764,13,13,White,Female,0,1590,40,0,4,4,12,39,5
41,189941,13,13,White,Male,0,0,40,0,6,4,4,39,1
32,149368,13,13,White,Male,0,0,40,1,4,2,10,39,4
57,237546,14,14,White,Male,0,0,60,1,2,2,4,39,4
34,211051,13,13,White,Male,0,0,40,0,4,4,6,39,5
44,307468,11,11,White,Male,0,0,50,1,7,2,11,39,4
46,27847,8,9,White,Male,0,0,48,1,6,2,3,39,4
60,39263,14,14,White,Female,3325,0,35,0,4,4,4,39,1
46,183610,14,14,White,Female,0,0,40,0,2,5,10,39,2
32,235847,14,14,White,Female,0,0,52,0,5,4,4,39,1
44,32627,14,14,White,Male,0,1887,60,1,2,2,4,39,4
43,42026,8,9,White,Male,0,0,40,0,4,2,6,39,4
48,72808,6,7,White,Female,0,0,42,0,1,0,1,39,1
55,377113,13,13,White,Male,15024,0,60,1,4,2,14,39,4
24,176389,13,13,White,Male,0,0,40,0,4,4,3,39,5
65,71075,12,10,White,Female,0,0,20,0,4,0,12,39,1
51,110327,6,7,White,Male,0,0,60,1,5,2,3,39,4
42,392167,13,13,White,Male,0,0,40,1,7,2,1,39,4
36,130808,12,10,White,Male,0,0,40,0,4,2,3,39,4
19,351757,5,6,White,Male,0,0,30,0,4,4,8,8,2
24,345420,3,4,White,Male,0,0,50,0,6,4,5,39,0
52,220984,8,9,White,Male,0,0,40,0,4,2,7,39,4
28,236834,4,5,White,Female,0,0,35,0,4,4,9,26,1
42,153489,13,13,White,Male,0,0,40,0,4,2,4,39,4
25,330850,8,9,White,Male,0,0,70,0,4,2,11,39,4
53,337195,10,12,White,Male,0,0,45,1,4,2,4,39,4
35,214816,8,9,White,Male,0,0,36,0,4,2,1,39,4
20,92863,8,9,White,Male,0,0,40,0,4,0,7,39,1
38,226894,13,13,Black,Male,13550,0,40,1,4,4,4,39,1
46,40666,13,13,White,Male,0,0,40,0,4,0,4,39,0
18,142043,6,7,White,Male,0,0,15,0,0,4,0,39,0
58,105239,8,9,White,Male,0,0,40,0,4,2,6,39,0
41,112763,12,10,White,Female,0,0,35,0,4,2,1,39,3
66,219220,8,9,White,Male,2653,0,40,0,6,2,5,39,4
38,168223,12,10,White,Female,0,0,40,0,7,0,1,39,2
29,175639,12,10,White,Female,0,0,28,0,4,0,8,39,2
39,167482,12,10,White,Male,0,0,40,0,4,2,12,39,4
44,178417,8,9,White,Male,0,0,40,1,2,2,11,39,5
26,33604,8,9,Amer-Indian-Eskimo,Male,0,0,25,0,2,4,6,39,5
27,62082,13,13,Other,Male,0,0,38,0,4,4,12,39,5
29,149902,15,16,White,Female,0,0,80,0,4,4,10,39,1
29,74784,8,9,White,Male,0,0,70,0,4,2,14,39,4
47,54260,12,10,White,Male,0,0,45,0,5,2,12,39,4
62,119986,13,13,White,Male,0,0,60,1,0,2,0,39,4
29,165218,13,13,White,Female,0,0,55,0,2,4,10,39,1
52,192853,8,9,Other,Male,0,0,40,1,2,2,14,23,4
27,56299,6,7,White,Male,0,0,40,0,4,4,6,39,0
53,394690,12,10,White,Female,0,0,5,0,0,2,0,39,3
29,208406,10,12,White,Male,0,0,40,0,4,4,1,39,1
62,165827,8,9,White,Male,0,0,40,0,4,2,3,39,4
72,249559,8,9,White,Female,0,0,25,0,4,6,9,39,1
27,151382,8,9,White,Male,0,0,40,0,4,4,4,39,5
38,161141,12,10,White,Male,0,0,55,0,4,2,3,39,4
27,57092,8,9,White,Male,0,0,45,0,4,0,3,39,1
49,116927,14,14,White,Male,0,0,60,0,4,0,10,39,1
56,133876,13,13,White,Male,0,0,40,1,4,2,10,39,4
52,229259,9,15,White,Male,0,0,40,1,5,2,10,39,4
22,338162,8,9,Black,Female,0,0,40,0,4,2,7,39,3
37,38948,13,13,White,Male,0,0,40,0,1,2,10,39,4
55,169276,8,9,Black,Male,0,0,40,0,4,0,7,39,0
38,364803,12,10,Black,Male,0,0,65,0,7,2,14,39,4
45,302677,12,10,White,Female,0,1340,50,0,4,4,4,39,1
35,235485,13,13,White,Male,0,0,40,1,4,2,4,39,4
21,91189,12,10,White,Male,0,0,60,0,4,4,12,39,2
54,149596,13,13,White,Female,0,0,45,0,1,2,4,39,3
19,89211,8,9,White,Female,0,0,40,0,4,4,12,39,5
48,241854,14,14,White,Male,0,0,55,1,7,2,4,39,4
41,213351,8,9,White,Male,0,0,40,0,4,2,4,39,4
20,74631,4,5,White,Female,0,0,40,0,4,4,8,39,5
56,128696,6,7,Black,Female,0,0,40,0,4,2,13,39,3
49,141069,8,9,White,Female,0,0,40,0,4,0,1,39,0
17,347248,5,6,White,Female,0,0,20,0,0,4,0,39,5
45,176947,3,4,White,Female,0,0,20,0,4,4,1,39,5
46,274200,8,9,White,Male,0,0,50,0,4,0,5,39,1
39,94036,8,9,White,Male,0,0,40,0,4,0,6,39,5
52,188431,8,9,White,Male,0,0,45,0,0,2,0,39,4
34,176802,6,7,Black,Female,0,0,40,0,2,5,8,39,2
65,258973,12,10,White,Female,401,0,14,0,0,6,0,39,1
46,235646,8,9,White,Male,0,0,40,0,4,2,3,39,4
41,175883,8,9,White,Male,0,0,60,0,4,2,14,39,4
48,154430,13,13,White,Female,0,0,35,0,4,4,4,39,1
71,258126,4,5,White,Male,0,0,39,0,4,2,11,5,4
26,337575,13,13,White,Male,0,0,40,1,1,4,10,39,1
47,308241,8,9,White,Female,0,0,40,0,5,2,12,39,3
21,162165,12,10,White,Female,0,0,43,0,0,4,0,39,1
23,298623,8,9,Black,Male,0,0,40,0,4,4,14,39,5
65,270935,8,9,White,Male,0,0,55,0,4,6,3,39,1
60,338833,8,9,Black,Female,0,0,38,0,4,4,1,39,1
19,341631,8,9,White,Female,0,0,25,0,0,4,0,39,0
35,233786,8,9,White,Male,0,0,40,0,4,4,3,39,2
32,366876,8,9,White,Male,0,0,40,0,4,2,3,39,4
36,183279,8,9,White,Male,0,0,38,0,7,2,1,39,4
41,29606,12,10,Amer-Indian-Eskimo,Female,0,0,40,1,1,2,1,39,3
24,137300,8,9,White,Female,0,0,20,0,2,4,8,39,1
45,184070,8,9,Black,Female,0,0,40,0,4,4,7,39,5
48,188610,10,12,White,Male,0,0,48,1,4,2,3,39,4
20,41356,12,10,White,Female,0,0,25,0,4,4,1,39,1
51,145409,12,10,White,Male,0,0,50,1,4,2,3,0,4
24,287413,8,9,Black,Male,0,0,60,0,0,4,0,39,1
39,100011,10,12,White,Female,0,0,38,0,2,4,13,39,1
21,119673,12,10,White,Female,0,0,30,0,4,4,8,39,1
49,140782,13,13,White,Female,0,2415,3,1,4,2,10,39,3
30,193246,8,9,White,Male,0,0,40,0,4,4,11,39,1
68,420526,14,14,White,Female,0,0,5,0,7,6,10,39,1
30,34574,14,14,White,Male,0,0,50,0,4,2,10,39,4
32,400061,9,15,Asian-Pac-Islander,Male,15024,0,40,1,6,2,10,30,4
49,107009,8,9,White,Male,0,0,40,0,4,0,8,32,1
24,33551,12,10,White,Male,0,0,50,0,4,0,1,39,1
34,121640,12,10,Amer-Indian-Eskimo,Male,0,0,44,0,4,0,10,39,1
40,179524,13,13,White,Female,0,0,40,0,4,4,10,39,1
23,473206,8,9,Black,Male,0,0,32,0,0,4,0,39,5
41,54422,10,12,White,Female,0,0,40,1,4,2,10,39,3
23,202416,8,9,White,Female,0,0,30,0,4,4,12,39,1
48,158685,8,9,White,Female,0,0,16,0,4,0,8,39,1
56,76534,8,9,Asian-Pac-Islander,Female,0,0,21,0,5,2,4,3,0
42,218948,15,16,Black,Female,0,0,36,0,7,0,10,23,2
37,175120,12,10,White,Male,0,0,40,1,6,2,3,39,4
32,100154,4,5,White,Male,0,0,40,0,4,2,8,8,4
29,160510,13,13,White,Male,0,0,50,1,4,2,10,0,4
58,223214,8,9,White,Male,0,0,40,1,4,2,10,0,4
40,79488,8,9,White,Female,0,0,40,0,4,5,8,39,1
40,136986,14,14,White,Male,99999,0,52,1,4,2,4,39,4
33,202339,6,7,White,Female,0,0,34,0,4,4,12,39,2
58,205737,8,9,White,Male,0,0,40,0,4,2,8,39,4
32,80145,8,9,White,Male,0,0,40,0,4,2,7,39,4
22,303579,12,10,White,Male,0,1602,8,0,0,4,0,39,5
47,235108,12,10,White,Male,5178,0,40,1,4,2,3,39,4
41,201363,8,9,White,Female,0,0,38,1,7,2,1,39,3
41,244172,12,10,White,Male,0,0,40,1,5,2,3,0,4
73,99349,13,13,White,Female,0,0,15,0,0,6,0,39,1
56,338242,11,11,Black,Female,0,0,40,0,1,6,1,39,2
83,29702,3,4,White,Male,0,0,20,0,0,2,0,39,4
22,146352,8,9,White,Female,0,0,60,0,4,4,12,39,2
30,215182,13,13,White,Male,0,0,40,0,4,4,10,39,1
41,133456,10,12,White,Female,0,0,50,0,0,6,0,39,1
32,79586,13,13,Asian-Pac-Islander,Male,0,0,40,1,4,2,4,30,4
27,181822,8,9,White,Male,0,0,40,0,4,4,3,39,1
35,123809,13,13,White,Female,15024,0,35,1,4,2,10,39,3
37,35429,8,9,White,Male,1506,0,40,0,4,4,7,39,2
48,151584,8,9,White,Male,0,0,46,0,4,0,14,39,1
42,303725,8,9,Black,Female,0,0,40,0,4,4,7,39,2
35,194404,13,13,White,Male,0,0,40,1,4,2,10,39,4
20,224229,12,10,White,Female,0,0,35,0,2,4,4,39,1
33,236396,13,13,White,Male,15024,0,55,1,4,2,4,39,4
25,40255,12,10,White,Male,0,0,80,0,4,2,5,39,4
29,214881,13,13,White,Male,0,0,40,1,7,2,10,16,4
47,332465,12,10,White,Male,0,0,40,0,4,0,14,39,2
28,165218,13,13,White,Female,0,0,55,0,4,4,1,39,1
20,34506,12,10,White,Female,0,0,20,0,4,4,12,39,1
30,79190,13,13,White,Female,0,0,40,0,2,4,10,39,1
48,79001,10,12,White,Female,0,0,40,0,6,0,13,39,1
22,137876,12,10,White,Male,0,0,20,0,4,4,11,39,1
57,40103,5,6,White,Male,0,0,35,0,1,4,10,39,1
24,145964,10,12,White,Male,0,0,70,0,5,4,12,39,1
32,268282,3,4,White,Male,0,0,35,0,4,3,5,26,0
67,272587,3,4,White,Female,1086,0,15,0,2,6,8,39,1
22,220993,12,10,White,Male,0,0,40,0,4,4,7,39,5
20,88676,8,9,White,Male,0,0,40,0,4,4,6,39,5
29,185386,2,3,White,Male,0,0,42,0,4,4,6,26,1
37,177420,8,9,Black,Male,0,0,40,1,4,2,6,39,4
20,203353,12,10,White,Female,0,0,40,0,0,4,0,39,5
30,100734,13,13,White,Female,0,0,40,0,4,4,13,39,1
32,181119,13,13,White,Female,0,0,40,0,7,5,10,39,1
23,172232,12,10,White,Male,0,0,40,0,0,4,0,39,5
31,243678,13,13,White,Female,0,0,40,0,4,4,4,39,1
39,170174,8,9,White,Male,0,0,60,1,5,2,4,39,4
48,102202,8,9,White,Female,0,0,50,0,4,0,12,39,2
38,249720,11,11,Black,Female,0,0,40,0,4,0,10,39,2
25,167835,11,11,White,Female,0,0,35,0,4,4,10,39,5
22,266780,8,9,Black,Female,0,0,24,0,4,4,8,39,5
17,173740,5,6,White,Female,0,0,15,0,4,4,12,39,1
44,40024,13,13,White,Male,0,0,52,1,4,2,14,39,4
28,193260,13,13,Asian-Pac-Islander,Male,0,0,50,1,4,4,10,35,1
18,175752,8,9,White,Male,0,0,30,0,4,4,6,39,5
37,202662,5,6,White,Male,0,0,40,0,4,0,14,39,2
26,167350,8,9,White,Male,0,0,35,0,4,4,3,39,5
43,412379,12,10,White,Female,0,0,28,0,4,4,8,39,2
23,121568,12,10,White,Male,0,1504,40,0,6,4,3,39,5
43,56651,8,9,White,Male,0,0,50,0,4,2,4,39,4
45,238567,8,9,White,Male,15024,0,50,1,4,2,12,39,4
34,144949,8,9,White,Male,0,0,35,0,4,0,6,39,5
42,234633,13,13,White,Male,0,0,50,1,4,2,10,39,4
22,147397,12,10,White,Male,0,0,44,0,4,4,12,39,1
38,247547,8,9,Black,Female,0,0,40,0,4,4,8,39,2
35,266645,8,9,White,Male,0,0,40,0,4,2,3,39,4
39,154897,8,9,White,Female,0,0,50,0,4,4,4,39,5
44,112507,12,10,White,Male,0,0,40,0,4,2,12,39,4
45,110884,13,13,Asian-Pac-Islander,Male,0,0,45,1,1,2,1,19,4
25,151588,12,10,White,Female,0,0,40,0,4,3,12,39,1
54,217210,14,14,Black,Female,0,1887,38,1,2,2,10,39,3
22,185357,12,10,White,Male,0,0,50,0,0,4,0,39,5
47,139701,2,3,White,Female,0,0,40,0,4,4,7,6,2
36,50707,13,13,White,Female,0,0,40,0,4,0,9,39,2
48,370119,13,13,White,Male,0,2415,50,1,4,2,12,39,4
66,252842,8,9,White,Male,0,0,20,0,6,4,5,39,0
58,106707,2,3,Black,Male,0,0,48,0,4,2,7,39,4
25,149486,8,9,Black,Male,0,0,40,0,4,4,7,39,2
30,427541,8,9,Black,Female,99999,0,40,1,4,4,6,39,5
51,22154,12,10,White,Male,0,0,40,0,6,0,1,39,1
30,144949,13,13,White,Male,0,2559,40,1,4,4,1,39,5
20,228686,12,10,White,Male,0,0,30,0,4,4,8,39,5
57,113010,13,13,White,Male,0,0,50,1,6,2,12,39,4
23,361278,12,10,White,Female,0,0,20,0,1,4,6,39,1
33,109509,8,9,White,Male,0,0,35,0,6,4,3,39,1
47,172155,12,10,White,Male,0,0,37,1,4,2,4,7,4
54,204304,8,9,White,Female,0,0,40,0,4,0,1,39,1
75,233362,5,6,White,Male,0,0,40,0,4,2,14,39,4
36,141609,12,10,White,Male,0,0,50,1,5,2,10,39,4
51,179479,8,9,White,Female,3325,0,40,0,4,6,4,41,1
32,193565,8,9,White,Male,0,0,40,0,4,2,7,39,4
20,314539,8,9,White,Male,0,0,40,0,4,4,7,39,5
20,208908,12,10,White,Female,0,0,40,0,4,4,4,39,2
41,375526,13,13,White,Female,0,0,40,1,6,2,1,39,3
31,291494,14,14,White,Male,0,0,40,1,4,2,10,39,4
41,117747,13,13,Asian-Pac-Islander,Female,0,0,40,0,4,0,8,40,2
56,331569,8,9,Black,Female,0,0,36,0,4,2,12,39,3
46,146786,5,6,White,Male,0,0,50,0,4,0,14,39,1
59,147098,8,9,White,Male,0,0,40,1,4,2,3,39,4
31,137076,13,13,White,Male,0,0,40,0,4,2,11,39,4
20,223811,8,9,White,Male,0,0,23,0,4,4,8,39,5
69,172354,11,11,White,Female,1848,0,50,0,4,6,1,39,1
35,154410,13,13,White,Male,0,1977,50,1,4,2,4,39,4
58,277203,8,9,White,Male,0,0,38,0,4,2,14,39,4
21,97295,12,10,White,Female,0,0,45,0,4,4,12,39,1
60,95680,8,9,Asian-Pac-Islander,Male,0,0,45,1,4,2,4,39,4
29,328981,8,9,Black,Male,0,0,40,0,4,0,7,39,1
29,75435,12,10,Amer-Indian-Eskimo,Male,0,0,40,0,6,2,10,39,4
53,116288,8,9,White,Male,0,0,40,0,4,2,4,39,4
43,136105,8,9,Black,Female,0,1848,40,1,1,2,1,39,3
55,134042,14,14,White,Female,0,0,40,1,2,2,4,39,3
29,253003,12,10,White,Male,0,2258,45,1,4,4,3,39,1
37,193106,13,13,White,Female,0,0,30,0,4,4,12,39,1
37,117528,8,9,White,Female,0,0,40,0,4,0,1,39,1
41,194537,13,13,White,Female,0,0,40,0,4,0,10,39,1
57,195820,8,9,White,Male,0,0,40,1,4,2,7,39,4
41,265671,8,9,White,Female,0,0,40,0,4,0,1,39,2
18,90636,12,10,Amer-Indian-Eskimo,Female,594,0,40,0,0,4,0,39,5
57,166107,8,9,Asian-Pac-Islander,Female,0,0,40,0,4,2,1,0,3
49,106207,13,13,White,Male,0,0,40,0,1,2,1,39,4
61,187135,12,10,White,Male,0,0,56,0,4,2,7,39,4
44,231793,8,9,White,Female,0,0,52,0,4,4,4,39,1
20,228326,12,10,White,Male,0,0,60,0,0,4,0,39,5
36,125933,12,10,White,Male,5178,0,50,1,6,2,12,39,4
29,211032,10,12,White,Male,0,0,72,1,2,2,11,39,4
51,125796,6,7,Black,Female,0,0,40,0,2,4,5,39,1
19,29526,8,9,White,Female,0,0,32,0,4,4,8,39,5
53,158993,5,6,Black,Female,0,0,40,0,4,5,8,39,2
43,116379,8,9,Asian-Pac-Islander,Male,0,0,60,1,4,2,4,3,4
42,201343,8,9,White,Male,2885,0,40,0,4,2,3,39,4
44,402718,1,2,White,Male,0,0,40,0,4,2,5,26,4
37,98360,7,8,White,Male,0,0,40,0,5,2,3,39,4
24,285580,13,13,White,Male,0,0,25,0,6,4,10,39,5
27,119851,12,10,Amer-Indian-Eskimo,Female,0,0,40,0,0,0,0,39,2
30,325509,8,9,White,Male,0,0,35,0,4,2,3,39,4
56,204745,12,10,White,Female,3325,0,45,0,4,0,4,39,1
58,152874,12,10,Black,Female,0,0,40,0,4,6,8,39,1
20,139715,8,9,Black,Female,0,0,40,0,4,4,3,39,2
36,141584,12,10,White,Male,0,0,50,1,4,2,10,39,4
26,156848,13,13,White,Male,0,0,40,0,4,4,13,39,1
42,40151,8,9,White,Male,0,0,60,0,4,2,14,39,4
24,50648,12,10,White,Male,0,0,45,0,4,4,3,39,5
26,122920,8,9,White,Male,0,0,56,0,4,4,3,39,5
19,91571,12,10,White,Female,0,0,25,0,2,4,1,39,5
21,227220,8,9,White,Female,0,0,33,0,4,4,8,39,0
43,344519,15,16,White,Female,0,0,40,1,7,2,10,39,3
20,133061,12,10,White,Male,0,0,40,0,4,4,14,39,0
47,219054,8,9,Black,Female,0,0,40,0,4,0,8,39,2
62,194276,14,14,White,Male,7688,0,40,1,2,2,10,39,4
46,168211,12,10,White,Male,5013,0,60,0,5,2,3,39,4
54,220054,13,13,White,Male,0,1902,40,1,2,2,10,39,4
43,405601,12,10,White,Male,0,0,60,0,5,2,4,39,4
34,240979,8,9,White,Male,0,0,80,0,4,5,3,39,2
47,202606,10,12,Black,Female,0,0,40,0,2,4,4,39,1
58,220896,8,9,White,Male,0,0,40,1,4,2,4,39,4
20,24274,8,9,Amer-Indian-Eskimo,Female,0,0,35,0,4,4,8,39,2
26,263444,11,11,White,Male,14344,0,40,1,4,4,13,39,1
51,99064,14,14,White,Male,0,0,35,0,2,2,10,39,4
53,203967,9,15,White,Male,0,1887,40,1,4,2,10,39,4
53,94186,10,12,Black,Female,0,0,37,0,7,2,10,39,3
68,110931,8,9,White,Female,0,0,32,0,0,6,0,39,1
46,66934,13,13,White,Female,0,0,45,0,2,0,10,39,2
32,196385,6,7,White,Male,0,0,40,0,5,2,3,39,4
42,47012,13,13,White,Male,0,0,40,0,4,2,14,39,4
28,216013,8,9,White,Male,0,0,40,0,4,4,3,39,1
67,98921,10,12,White,Male,0,0,50,0,6,2,4,39,4
23,320294,12,10,White,Male,0,0,50,0,4,4,12,39,1
27,247102,5,6,White,Male,0,0,40,0,4,0,6,39,5
65,155632,8,9,White,Male,0,0,25,0,4,2,6,39,4
22,120753,13,13,White,Male,0,0,50,0,5,4,12,39,5
27,213921,12,10,White,Male,0,0,30,0,4,4,6,26,0
30,94235,6,7,White,Male,0,0,40,0,4,4,1,39,5
44,84141,13,13,White,Female,0,0,65,0,4,0,8,39,1
35,237943,13,13,White,Male,0,0,40,0,4,2,4,39,4
27,225895,8,9,White,Male,0,0,40,0,4,2,8,39,4
36,126569,13,13,White,Male,0,0,40,0,2,0,8,39,5
42,172307,12,10,White,Male,0,0,45,0,7,2,4,39,4
32,111520,12,10,White,Male,0,0,34,0,4,4,8,39,1
53,283079,1,2,White,Male,0,0,45,0,4,2,5,39,4
41,109969,12,10,White,Female,0,0,40,0,4,0,1,39,2
65,146159,3,4,Black,Female,0,1668,31,0,4,6,9,39,1
22,247319,12,10,Amer-Indian-Eskimo,Female,0,0,60,0,7,4,8,39,1
65,200764,8,9,White,Female,0,0,16,1,2,0,1,39,1
21,123868,12,10,White,Male,0,0,40,0,4,2,12,39,4
28,137063,9,15,White,Male,0,0,65,0,4,2,10,39,4
24,112137,13,13,Asian-Pac-Islander,Female,0,0,50,0,4,4,12,35,5
39,188069,14,14,White,Male,15024,0,50,1,4,2,13,39,4
52,102828,13,13,White,Male,0,0,40,1,4,2,4,39,4
18,187221,8,9,White,Female,0,0,12,0,4,4,8,8,0
62,343982,5,6,Black,Female,0,0,40,0,4,6,1,39,5
28,146949,5,6,White,Male,0,0,80,0,6,4,12,39,5
41,150011,13,13,White,Female,0,0,40,0,4,4,8,39,5
28,107812,4,5,White,Male,6849,0,35,0,4,4,14,39,1
43,207392,12,10,White,Male,3103,0,70,1,4,2,14,39,4
61,140851,13,13,White,Male,0,0,40,1,7,2,10,39,4
26,216842,14,14,White,Female,0,0,10,0,4,4,10,39,1
34,112115,13,13,White,Male,0,0,40,0,4,4,4,39,0
21,185279,8,9,White,Male,0,0,20,0,2,4,1,39,5
60,194980,8,9,Black,Female,0,0,20,0,4,5,1,39,2
28,189530,8,9,White,Male,0,0,35,0,4,2,12,39,4
32,38158,11,11,White,Male,7298,0,70,1,6,2,5,39,4
55,246219,3,4,White,Male,2105,0,40,0,0,2,0,39,4
51,143822,8,9,White,Male,0,0,40,0,4,2,3,39,4
48,300851,6,7,Black,Male,0,0,56,0,4,2,7,39,4
37,184874,8,9,White,Female,1151,0,40,0,4,0,13,39,2
40,83827,12,10,White,Female,0,0,40,0,4,0,3,9,2
44,112847,3,4,Asian-Pac-Islander,Male,0,0,40,0,4,2,3,30,4
27,581128,12,10,Black,Male,0,0,40,0,4,4,6,39,5
55,202652,11,11,White,Female,0,0,30,0,6,2,12,39,3
40,171888,13,13,White,Female,0,0,24,1,4,2,10,39,3
30,45427,13,13,White,Male,0,0,70,0,4,4,3,39,1
36,185848,8,9,White,Male,0,0,40,0,4,4,3,39,5
74,282553,3,4,White,Female,0,0,40,0,4,6,8,39,1
34,153614,10,12,White,Male,0,0,40,0,1,2,1,39,4
48,65353,11,11,White,Male,0,0,42,0,4,2,3,39,4
44,244172,2,3,White,Male,0,0,40,0,4,2,14,26,4
48,148995,8,9,White,Male,14084,0,45,1,4,6,4,39,1
25,274228,8,9,White,Male,0,0,65,0,4,4,8,39,1
33,156383,13,13,White,Female,0,0,40,0,4,2,1,39,3
49,47403,13,13,White,Female,0,0,40,1,4,4,1,39,1
75,226593,8,9,White,Female,0,0,20,0,0,6,0,39,1
33,94041,13,13,White,Male,0,1974,30,0,6,4,10,39,1
29,271710,13,13,White,Male,0,0,50,1,4,2,10,39,4
47,231797,13,13,White,Male,0,1977,55,1,1,2,4,39,4
33,188403,8,9,White,Male,0,0,44,0,4,4,7,39,1
65,444725,9,15,White,Male,0,0,48,1,4,3,3,18,1
17,242605,5,6,White,Male,0,0,15,0,4,4,6,39,5
58,244605,13,13,White,Male,0,0,40,1,4,6,3,39,1
55,335276,12,10,White,Female,0,0,40,0,4,4,1,39,5
37,284616,12,10,White,Male,0,0,48,0,6,4,12,39,5
60,162151,8,9,White,Male,0,0,45,0,4,2,14,39,4
25,60358,8,9,White,Male,0,0,45,0,4,2,7,39,4
34,151693,8,9,White,Female,0,0,40,0,4,0,1,39,2
20,369907,12,10,White,Male,0,0,20,0,0,4,0,39,5
26,171636,13,13,White,Male,0,0,72,0,4,2,4,39,4
34,118901,8,9,White,Female,0,0,40,0,4,5,7,39,1
48,28419,13,13,White,Male,0,0,40,0,7,0,4,39,2
34,608881,8,9,Black,Male,0,0,40,0,4,4,3,39,1
31,112564,12,10,White,Male,0,0,40,0,5,4,12,0,0
25,171472,11,11,White,Female,0,0,42,0,4,4,1,39,1
20,236804,12,10,White,Male,0,0,15,0,4,4,12,39,5
38,212252,9,15,White,Female,0,0,50,1,4,2,10,39,3
69,119907,14,14,White,Female,0,0,40,0,4,0,10,39,1
27,352797,8,9,Black,Female,0,0,40,0,2,3,12,39,5
32,97281,12,10,White,Male,0,0,40,0,4,4,4,39,5
65,154351,8,9,Black,Female,2993,0,40,0,4,4,1,39,1
22,117606,13,13,White,Female,0,0,8,0,4,4,12,39,5
25,222089,8,9,Black,Female,0,0,40,0,4,4,8,37,2
40,199668,8,9,White,Female,0,0,25,0,4,0,12,39,5
29,194869,13,13,White,Male,0,0,55,1,2,2,10,39,4
33,283268,13,13,White,Female,0,0,40,0,4,0,4,39,2
60,170278,2,3,White,Female,0,0,40,0,4,6,12,22,1
28,90787,8,9,Black,Male,0,0,40,0,1,2,1,39,4
28,110749,8,9,White,Female,0,0,39,0,4,0,4,39,1
72,173864,3,4,White,Male,2290,0,45,0,6,2,8,39,4
35,278442,13,13,White,Male,7298,0,48,1,4,2,12,39,4
33,162705,12,10,White,Female,0,0,99,1,7,0,8,39,2
36,326352,14,14,White,Male,0,0,45,0,4,4,10,39,1
18,105854,8,9,Other,Male,0,0,32,0,4,4,3,39,0
38,116608,12,10,White,Female,0,0,20,1,5,2,8,39,3
48,182655,13,13,White,Male,0,0,40,1,4,2,4,39,4
22,213834,11,11,White,Female,0,0,20,0,4,4,12,39,5
29,42881,13,13,White,Female,0,0,40,1,4,2,4,39,3
